Country/Region;Population;Area;Maximum;Per 100,000 inh.;Comments;2020-01-22;2020-01-23;2020-01-24;2020-01-25;2020-01-26;2020-01-27;2020-01-28;2020-01-29;2020-01-30;2020-01-31;2020-02-01;2020-02-02;2020-02-03;2020-02-04;2020-02-05;2020-02-06;2020-02-07;2020-02-08;2020-02-09;2020-02-10;2020-02-11;2020-02-12;2020-02-13;2020-02-14;2020-02-15;2020-02-16;2020-02-17;2020-02-18;2020-02-19;2020-02-20;2020-02-21;2020-02-22;2020-02-23;2020-02-24;2020-02-25;2020-02-26;2020-02-27;2020-02-28;2020-02-29;2020-03-01;2020-03-02;2020-03-03;2020-03-04;2020-03-05;2020-03-06;2020-03-07;2020-03-08;2020-03-09;2020-03-10;2020-03-11;2020-03-12;2020-03-13;2020-03-14;2020-03-15;2020-03-16;2020-03-17;2020-03-18;2020-03-19;2020-03-20;2020-03-21;2020-03-22;2020-03-23;2020-03-24;Last Trend
Switzerland Obwalden;37841;491;25;66.0659073492;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0.7320508076;1.0305431849;
Switzerland Schaffhausen;81991;298;32;39.0286738788;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Switzerland Schwyz;159165;908;13;8.1676247919;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.2663204379;0.1066819197;0.0466351394;0;0.0392898776;0.1066819197;0.1723346544;0.2053905237;0.1673775258;0.0962893893;0.0348953188;0.0065150025;0;0;0;0;
Switzerland Solothurn;273194;791;104;38.0681859777;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0.9679896713;1.3205957871;1.6679677974;1.763625546;0.4483154685;0.2709446905;0.149080809;0.0947368421
Switzerland St. Gallen;507697;2026;228;44.9086758441;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.1066819197;0.0466351394;0.3339838987;0.5196713713;0.6548754598;0.6548754598;0.2405513001;0.2454754938;0.2857991947;0.4390841795;0.525964141;0.3821459283;0.2433991174;0.2174528114;0.2275239791;0
Switzerland Thurgovia;276472;991;87;31.4679244191;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.2574334297;0.235445572;0.2004804806;0.0740740741
Switzerland Ticino;353343;2812;1211;342.7264725776;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0745699318;0.235930917;0.3837825752;0.4697778402;0.3915788419;0.209896735;0.0806240865;0.0173978273;0;0;0.8865381215;1.3311923905;1.6164715479;1.7141465052;0.4695014882;0.2387114316;0.1577425803;0.1786583712;0.2231289572;0.2303492196;0.2081687181;0.177686153;0.137077863;0.0394849785
Switzerland Uri;36433;1077;25;68.6191090495;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.1066819197;0.235930917;0.3339838987;0.442797976;0.3623220817;0.3463483704;0.3274696564;
Switzerland Valais;343955;5224;544;158.160224448;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.235930917;0.3512001548;0.3426748071;0.3579060687;0.3607498666;0.3869168707;0.4142135624;0.3819288771;0.2877547885;0.1556745591;0.061414822;0.015752878;0.2046689486;0.3387453684;0.5901647751;0.7428834231;0.5830690595;0.4999126409;0.320470038;0.2460262473;0.1056910569
Switzerland Vaud;799145;3212;2234;279.5487677455;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.3837825752;0.4023780988;0.4337956774;0.4201682775;0.3875485047;0.3428954422;0.2810243495;0.2848180423;0.2844075275;0.297977827;0.2646060139;0.2106668307;0.15763691;0.0333024977
Switzerland Zug;126837;239;72;56.7657702405;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.1582921853;0.0648443168;0;0;0.2053905237;0.3397966024;0.442797976;0.5352597839;0.3385791576;0.2552598115;0.1656467908;0.1771323826;0.1843030637;0.189207115;0.2171136908;0.1734106855;0.1612903226
Switzerland Zurich;1520968;1729;1211;79.6203470421;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.4142135624;0.5758418081;0.7320508076;0.5498136362;0.4684637773;0.3040538132;0.235930917;0.1852231156;0.2109794177;0.2841841425;0.3108201196;0.2979169191;0.2877547885;0.2471535221;0.2765960643;0.3118759562;0.3303951316;0.3097978493;0.2377585957;0.2039856223;0.1536519725;0.1338951311
Syria;17500658;183630;1;0.0057140709;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Taiwan;23816775;35410;215;0.9027250751;;;;;;;;0.3579060687;0.316074013;0.2574334297;0.2247448714;0.142844833;0.0932651139;0.0466351394;0.035140933;0.0249153442;0.0608783473;0.0941750316;0.1212658535;0.1235827149;0.0867335332;0.0585986262;0.0245883653;0.0143921879;0.0046839689;0;0.009133368;0.0266900961;0.04338972;0.0554077057;0.0535745369;0.0502505132;0.043898815;0.0453309186;0.0504068587;0.05079207;0.0517616689;0.043898815;0.0392898776;0.0421970106;0.0499022676;0.0601429026;0.0584485662;0.0445522731;0.0316511854;0.0221685451;0.0216447832;0.0194265469;0.0134001161;0.0112588093;0.0110108336;0.0162654963;0.0215176893;0.0263151864;0.0371623539;0.0558996228;0.0840384231;0.1256064151;0.1516816876;0.176549686;0.1818157867;0.169853809;0.1605434927;0.1398458199;0.1025641026
Tanzania;59734218;885800;12;0.0200889882;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.480165609;0.316074013;0.2446659546;
Thailand;69799978;510890;827;1.184814127;;;;;;;;0.316074013;0.2446659546;0.2038013435;0.1956181673;0.1474149978;0.1217422784;0.0793353256;0.0759960397;0.0732760464;0.0710175859;0.0710175859;0.0681157665;0.0657006459;0.0636591794;0.0664183703;0.0455698605;0.0269783707;0.0077225812;0.0051152564;0.005063453;0.0074911602;0.0123939383;0.0148188514;0.0122722344;0.0072732064;0.0023952267;0;0;0.0047282642;0.0162654963;0.0274226617;0.0360936638;0.0354528634;0.0278340423;0.0207149243;0.0141592353;0.0119781829;0.015629734;0.0209837769;0.0316669268;0.0349467409;0.0305282568;0.0261316569;0.0281032998;0.0530583064;0.0799029489;0.1036556898;0.1372699634;0.1716710059;0.2104893861;0.2396090354;0.2497065387;0.2381128483;0.230758908;0.255552447;0.2721077607;0.2775392464;0.1470180305
Togo;8278724;54390;20;0.2415831232;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0.3837825752;0.7157856185;0.9227182586;1.0205155047;0.4885049001;
Trinidad and Tobago;1399488;5130;57;4.0729180958;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.3295739742;0.5709795416;0.6118548977;0.6348126557;0.5855475452;0.1176470588
Tunisia;11818619;155360;114;0.9645797026;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.316074013;0.4697778402;0.4762958619;0.5650845801;0.4609499464;0.3882536596;0.3102633898;0.1989956534;0.1551403406;0.153310168;0.2149067666;0.2533574168;0.2684832476;0.24915131;0.228630356;0.2808988764
Turkey;84339067;769630;1872;2.2196119386;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.7845966655;0.9619987656;1.1422861475;1.1750120868;1.0364058164;0.9307238015;0.7867928673;0.6349259976;0.2243296272
US;331002651;9147420;53740;16.2355195155;;;;;;;;0.3915788419;0.316074013;0.1362193665;0.0909803259;0.0745699318;0.1127795715;0.1582921853;0.1525720491;0.1333681034;0.094451513;0.0514473818;0.0241136891;0;0;0.0074911602;0.0148188514;0.0290155699;0.0358990009;0.0348953188;0.0274226617;0.0132479196;0.0065150025;0;0;0.0125810895;0.024709971;0.0364228438;0.2004804806;0.299722093;0.3866988877;0.3858744672;0.2123785875;0.1228759254;0.061667594;0.096543307;0.1345927061;0.1835728112;0.2441521605;0.2718535324;0.3202144371;0.3414705815;0.3274812779;0.3457887519;0.3379310799;0.3480166881;0.35875559;0.336312437;0.3135805519;0.2914804059;0.2982238474;0.3012847942;0.3495614281;0.3902311885;0.4145657208;0.4258978085;0.3850723242;0.3402312233;0.2256254704
US Alabama;4903185;131171;215.0;4.3849049138;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.6762331087;0.4348919361;0.3766935056;0.3288481579;0.3004435599;0.2778862085;0.2874251497
US Alaska;731545;1477953;36.0;4.9210916622;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.4953487812;0.6817928305;0.5905414575;0.480165609;0.4022782037;0.3512001548;
US Arizona;7278717;294207;357.0;4.9047105417;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.2295763059;0.189207115;0.1656467908;0.1582921853;0.1701736597;0.1333681034;0.1501633169;0.1665451705;0.2178832856;0.292166483;0.3439026775;0.4366547059;0.4850472579;0.5426324901;0.5417185518;0.3471698113
US Arkansas;3017804;134771;218.0;7.2237958463;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.2995163268;0.2853751883;0.3677823999;0.442797976;0.4894883859;0.4584740509;0.3356857315;0.2528735632
US California;39512223;403466;2102.0;5.3198727897;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.1918845213;0.2206116038;0.227089789;0.1994948636;0.1829455587;0.1660973521;0.156456742;0.1862816141;0.2148764049;0.2820357625;0.3108081068;0.3094096293;0.2834941513;0.2252503169;0.1990961302;0.2129255626
US Colorado;5758736;268431;720.0;12.5027436576;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.4741327852;0.5518759344;0.6558257189;0.5782266619;0.4375465768;0.3061291202;0.2143124899;0.1644867627;0.1681806756;0.1934118021;0.2384376067;0.2644600286;0.2749222181;0.2182741117
US Connecticut;3565287;12542;618.0;17.3338079094;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.5485205073;0.5758418081;0.5087613237;0.5518759344;0.5565084514;0.5342213932;0.5830770128;0.5357889102;0.458568602;0.4193593608;0.3686003704;0.4891566265
US Delaware;973764;5047;91.0;9.3451801463;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.3512001548;0.3677823999;0.4513915541;0.4684637773;0.3931224702;0.2977907669;0.2421015078;0.2330732542;0.3382352941
US District of Columbia;705749;158;137.0;19.4120005838;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.4388178057;0.377449308;0.2265315207;0.2303760308;0.235930917;0.2643616997;0.3456671921;0.3579060687;0.369175965;0.3336021605;0.2560935946;0.1810344828
US Florida;21477737;138887;1412.0;6.5742494193;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.2818610192;0.193825482;0.1854732946;0.2240499804;0.3099383027;0.3905071592;0.43393625;0.4166180146;0.4169849132;0.383394145;0.3835942158;0.3716256027;0.3303821822;0.3147164068;0.2922267221;0.2058070026
US Georgia;10617423;148959;1026.0;9.6633618158;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.5650845801;0.5027700949;0.4697778402;0.3961944238;0.4017742402;0.4193844478;0.4217295767;0.4010039832;0.351685936;0.3208166989;0.3333697538;0.3495357704;0.346884218;0.3141548968;0.2762042515;0.329015544
US Guam;162742;543;32.0;19.6630249106;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.3677823999;0.2981640708;0.2683845368;
US Hawaii;1415872;16635;77.0;5.4383447091;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.1066819197;0.0466351394;0;0.163617807;0.3339838987;0.5076572166;0.6068568379;0.5020999631;0.4279676625;0.3755941532;0.3702183532;0.3408266613;0.375
US Idaho;1787065;214045;50.0;2.7978836808;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.3758522626;0.398350715;0.4622208914;0.4519590582;0.3408697283;
US Illinois;12671821;143793;1551.0;12.2397562276;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.2295763059;0.2950100321;0.3874677812;0.4142135624;0.3394355198;0.3328121945;0.3397966024;0.4290960455;0.5145740636;0.5755417907;0.5923136513;0.5382778047;0.4516743423;0.3721716274;0.3143056016;0.2070038911
US Indiana;6732219;92789;365.0;5.421689342;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.6265765617;0.6148315584;0.4052906339;0.2643616997;0.1996857231;0.2104893861;0.2426664847;0.2839202403;0.316074013;0.3750845794;0.4454756206;0.4714547144;0.4756255798;0.4092664093
US Iowa;3155070;144669;124.0;3.9301822147;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.2073682014;0.1296702789;0.1001908367;0.1201687828;0.1525720491;0.1839566242;0.2442541544;0.2869630544;0.307459695;0.2991017419;0.180952381
US Kansas;2913314;211754;98.0;3.3638667167;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.5196713713;0.6068568379;0.4287202148;0.3259329342;0.2728649475;0.3426748071;0.3925056348;0.406349234;0.4035716208;0.3260829012;0.2693035456;0.1951219512
US Kentucky;4467673;102269;124.0;2.7754940883;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.4564753151;0.316074013;0.2285075728;0.2339196314;0.2158277791;0.2024964079;0.1928162828;0.2063224072;0.2321731024;0.3048038402;0.3265198641;0.3191099593;0.1923076923
US Louisiana;4648794;111898;1388.0;29.8572059764;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.2248027931;0.900565393;0.6097185711;0.4492826246;0.4023398762;0.4044350532;0.3918255101;0.3794491737;0.360113626;0.3360865298;0.1843003413
US Maine;1344212;79883;125.0;9.2991284113;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.904024125;0.9419670868;0.6059828333;0.369657363;0.2421214794;0.2040252024;0.2035202457;0.1682242991
US Maryland;6045680;25142;349.0;5.7727170475;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.316074013;0.3633197551;0.4078573855;0.3869168707;0.365969563;0.3467333163;0.3431440278;0.3543842877;0.3800875287;0.374378053;0.3433954745;0.3049217282;0.2678135304;0.2118055556
US Massachusetts;6892503;20202;1159.0;16.8153717162;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.867638863;0.7685350465;0.6925103048;0.4666339124;0.249609406;0.153978173;0.120629674;0.1380475612;0.1570248062;0.1906945565;0.2269041076;0.2491298611;0.2552598115;0.2483996725;0.2685724338;0.4916344916
US Michigan;9986857;146435;1791.0;17.9335700912;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.657626717;0.4648703331;0.5967184338;0.7171217278;0.8241679937;0.8602297728;0.5997104041;0.4404055787;0.3486445783
US Minnesota;5639632;206232;262.0;4.6456931942;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.6265765617;0.6456040841;0.6265765617;0.5949091182;0.5188226296;0.4434281565;0.3404561136;0.2642367443;0.2308636873;0.2191854496;0.2444364173;0.2407719799;0.114893617
US Mississippi;2976149;121531;320.0;10.752149842;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.5709795416;0.513700052;0.5556842475;0.5829741655;0.5888696452;0.5435270335;0.4748724671;0.2851405622
US Missouri;6137428;178040;183.0;2.98170504;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.235930917;0.3837825752;0.4953487812;0.4762958619;0.4014139332;0.422181278;0.5383211346;0.6592133095;0.6699900464;0.66519806;0.5264106558;0
US Montana;1068778;376962;46.0;4.303980808;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.3747081018;0.2325214199;0.189207115;0.2153591616;0.2794805799;0.2974015658;0.3073288509;
US Nebraska;1934408;198974;52.0;2.6881609257;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.5383211346;0.5162678306;0.4142135624;0.2844904915;0.189207115;0.1423119139;0.1310191414;0.1408288703;0.1472179321;0.169863967;0.1723346544;0.1594533819;0.04
US Nevada;3080156;284332;278.0;9.0255168894;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.189207115;0.4142135624;0.663993576;;;;0.5144829331;0.4211405299;0.4090864198;0.3173474291;0.2831343116;0.285293074;0.2850336098;0.2880936565;0.1346938776
US New Hampshire;1359711;23187;101.0;7.4280490487;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.189207115;0.189207115;0.1501633169;0.1246826504;0.1217422784;0.2132436459;0.2390718087;0.280374801;0.3102633898;0.3326316578;0.3481187205;0.3384515584;0.308169307;0.2465589881;0.2231812976;0.2948717949
US New Jersey;8882190;19047;3675.0;41.3749311825;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.6990442448;0.5825742731;0.4917756403;0.4197057572;0.4106646923;0.4743212571;0.5116164957;0.6093232409;0.6410518853;0.5852935281;0.5278695791;0.4753147264;0.4347509985;0.4225955257;0.2921940928
US New Mexico;2096829;314161;83.0;3.9583580731;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.3099383027;0.2842282703;0.2705627769;0.2758848144;0.2633232088;0.2326724365;0.2011262129;0.1792666017;0.2769230769
US New York;19453561;122057;25665.0;131.9295732026;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.6198688866;0.4189131263;0.296687727;0.2747840683;0.2894239492;0.332493911;0.3813851425;0.4107816109;0.442869666;0.4892371185;0.5773138757;0.5902545388;0.5957167355;0.540722552;0.4585241335;0.2294610778
US North Carolina;10488084;125920;398.0;3.7947827268;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.2877547885;0.33748061;0.442797976;0.5428791731;0.4601394329;0.4462538043;0.3563673625;0.3256460909;0.2842282703;0.3001186521;0.3554030054;0.41252696;0.4345671897;0.3850388476;0.3373398596;0.3400673401
US North Dakota;762062;178711;34.0;4.4615792416;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.3512001548;0.6817928305;0.9227182586;0.8840509202;0.6603643427;0.3758522626;0.2239142538;
US Ohio;11689100;105829;564.0;4.8250079134;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.5779670211;0.6947806121;0.623929561;0.6036073636;0.4499055702;0.3960088213;0.3674630111;0.3907862095;0.3957919656;0.3783134707;0.2760180995
US Oklahoma;3956971;177660;106.0;2.678816701;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.2778862085;0.2574334297;0.33748061;0.3463483704;0.4564753151;0.5383211346;0.5400351441;0.5176023789;0.419098656;0.3180281;0.2224704978;0.2012087069;0.3086419753
US Oregon;4217737;248608;209.0;4.9552639247;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.4784494721;0.3861954572;0.2190349496;0.1806202204;0.16423234;0.189207115;0.1863924039;0.1573447062;0.1948123313;0.2161496395;0.2744494597;0.268620757;0.2467544624;0.2205108808;0.1929459663;0.0942408377
US Pennsylvania;12801989;115883;851.0;6.6474045557;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.5731731418;0.5233113288;0.4511693059;0.4320701094;0.3958193547;0.353606576;0.3149974689;0.3044158759;0.3322820234;0.3684055828;0.3836794502;0.3782803487;0.3547600552;0.3214285714
US Puerto Rico;3193694;8868;39.0;1.2211564414;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.4022782037;0.4953487812;0.4030331316;
US Rhode Island;1059361;2678;106.0;10.0060319381;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.316074013;0.442797976;0.4885049001;0.4717926192;0.2677835489;0.1776037069;0.1266301601;0.1843030637;0.2533574168;0.2826515598;0.3084442769;0.252161056;0
US South Carolina;5148714;77857;298.0;5.7878530445;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.2956635826;0.2161496395;0.1760646877;0.2325214199;0.2674536117;0.363575946;0.3655565464;0.3528859973;0.3833892875;0.3714014353;0.4334589871;0.4089068513;-0.0033444816
US South Dakota;884659;196350;30.0;3.39113715;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0806240865;0.0532807757;0.0514473818;0.0648443168;0.0677899724;0.1124013966;0.175456745;0.2171136908;
US Tennessee;6829174;106798;667.0;9.7669205676;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.5428791731;0.5905414575;0.642926119;0.5549540505;0.5455416147;0.4001958408;0.3391166749;0.3087985877;0.3529380364;0.4055102964;0.4638203555;0.491646978;0.4635196929;0.3890594353;0.0845528455
US Texas;28995881;676587;410.0;1.4139939393;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.4735130109;0.3463483704;0.2835532486;0.3121395175;0.3603201335;0.3347463934;0.302393584;0.2084363863;0.1591454398;0.1871655502;0.2650315605;0.3794983672;0.4210955834;0.3592811652;0.2709846805;0.1647727273
US Utah;3205958;212818;299.0;9.3263854361;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.4142135624;0.4142135624;0.6817928305;0.738033801;0.7708231477;0.7585019816;0.480165609;0.3644242051;0.2892403761;0.2940214202;0.314930097;0.3064317958;0.1634241245
US Vermont;623989;23871;95.0;15.2246273572;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.2778862085;0.3512001548;0.4142135624;0.4483154685;0.4664860438;0.5027700949;0.4462538043;0.3809146167;0.3130998154;0.3224784552;0.3344851139;0.2666666667
US Virgin Islands;104425;350;17.0;16.2796265262;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.316074013;0.4266747977;0.4953487812;
US Virginia;8535519;102279;290.0;3.3975672715;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.5600439846;0.513700052;0.3874677812;0.3061705704;0.2614962724;0.2270066444;0.2263616998;0.2190702252;0.2558182261;0.2729922658;0.279145418;0.1417322835
US Washington;7614893;172119;2221.0;29.1665293262;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.207745799;0.2248803895;0.2826571415;0.3291044642;0.3584050238;0.310604902;0.2678102427;0.2153710936;0.1849275459;0.1680502964;0.1593313046;0.1526923491;0.149811283;0.1439038194;0.1386745301;0.1127254509
US West Virginia;1792147;62259;20.0;1.1159798833;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.480165609;
US Wisconsin;5822434;140268;457.0;7.8489511431;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0745699318;0.189207115;0.442797976;0.77827941;0.8415116051;0.8547132501;0.6612039709;0.5003085468;0.4871547809;0.471622676;0.4737384739;0.4335830585;0.4030834169;0.3425972609;0.2811233303;0.0985576923
US Wyoming;578759;251470;29.0;5.0107212156;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.6265765617;0.6361732999;0.5967184338;0.3915788419;0.2390718087;0.1414676325;0.1102120504;
Uganda;45741007;199810;9;0.0196759988;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ukraine;43733762;579320;97;0.2217966065;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0.1362193665;0.235930917;0.316074013;0.442797976;0.480165609;0.4953487812;0.4869711475;0.4595775165;0.3992462331;0.4364137575;0.4471920168;0.4245856505;0.3287671233
United Arab Emirates;9890402;83600;248;2.5074814957;;;;;;;;;;;;;;;0.0573712634;0.0573712634;0.0364228438;0.0173978273;0.0317854888;0.0608783473;0.1004817771;0.1127795715;0.0900353442;0.0601429026;0.0219911623;0.0106967087;0.0102577523;0.0202122327;0.029883572;0.029883572;0.0194265469;0.0094797327;0.035140933;0.0670286243;0.0962893893;0.0962893893;0.0590725904;0.0274226617;0.0364228438;0.0796992896;0.1183205539;0.1273765203;0.1127795715;0.0906774861;0.0800330969;0.0777538776;0.1053429192;0.1223322036;0.1293119378;0.1785723025;0.1699842652;0.1829114618;0.1594820093;0.1166680314;0.0855363514;0.0479428521;0.0477058673;0.049191044;0.069776567;0.0874806988;0.1016284456;0.0960846476;0.0946640485;0.1111138677;0.2525252525
United Kingdom;67886011;241930;8077;11.8978857073;;;;;;;;;;;;;;;;;0;0.0392898776;0.0745699318;0.1066819197;0.235930917;0.2835532486;0.3295739742;0.3037151419;0.1784439527;0.0918237593;0.0194265469;0.0094797327;0;0;0;0;0;0;0.035140933;0.0670286243;0.0962893893;0.1100819042;0.1155007995;0.1345927061;0.1930004873;0.2465589881;0.2753829914;0.3198396423;0.3350934263;0.3837825752;0.3972058978;0.3819921942;0.336146463;0.2805183259;0.2439688877;0.1915158176;0.2091398396;0.2514646369;0.2765748818;0.3110447188;0.2829701364;0.2644133622;0.2394863568;0.2488098367;0.260340966;0.2446320515;0.2431462458;0.2172039855;0.2145864662
United Kingdom Cayman Islands;65722;240;6;9.1293630748;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.1362193665;0.235930917;0.316074013;0.316074013;0.2178832856;0.189207115;
