Country/Region;Population;Area;Latest;Per 100,000 inh.;% Confirmed;Blank 2;Comments;2020-01-22;2020-01-23;2020-01-24;2020-01-25;2020-01-26;2020-01-27;2020-01-28;2020-01-29;2020-01-30;2020-01-31;2020-02-01;2020-02-02;2020-02-03;2020-02-04;2020-02-05;2020-02-06;2020-02-07;2020-02-08;2020-02-09;2020-02-10;2020-02-11;2020-02-12;2020-02-13;2020-02-14;2020-02-15;2020-02-16;2020-02-17;2020-02-18;2020-02-19;2020-02-20;2020-02-21;2020-02-22;2020-02-23;2020-02-24;2020-02-25;2020-02-26;2020-02-27;2020-02-28;2020-02-29;2020-03-01;2020-03-02;2020-03-03;2020-03-04;2020-03-05;2020-03-06;2020-03-07;2020-03-08;2020-03-09;2020-03-10;2020-03-11;2020-03-12;2020-03-13;2020-03-14;2020-03-15;2020-03-16;2020-03-17;2020-03-18;2020-03-19;2020-03-20;2020-03-21;2020-03-22;2020-03-23;2020-03-24;2020-03-25;2020-03-26;2020-03-27;2020-03-28;2020-03-29;2020-03-30;2020-03-31;2020-04-01;2020-04-02;2020-04-03;2020-04-04;2020-04-05;2020-04-06;2020-04-07;2020-04-08;2020-04-09;2020-04-10;2020-04-11;2020-04-12;2020-04-13;2020-04-14;2020-04-15;2020-04-16;2020-04-17;2020-04-18;2020-04-19;2020-04-20;2020-04-21;2020-04-22;2020-04-23;2020-04-24;2020-04-25;2020-04-26;2020-04-27;2020-04-28;2020-04-29;2020-04-30;2020-05-01;2020-05-02;2020-05-03;2020-05-04;2020-05-05;2020-05-06;2020-05-07;2020-05-08;2020-05-09;2020-05-10;2020-05-11;2020-05-12;2020-05-13;2020-05-14;2020-05-15;2020-05-16;2020-05-17;2020-05-18;2020-05-19;2020-05-20;2020-05-21;2020-05-22;2020-05-23;2020-05-24;2020-05-25;2020-05-26;2020-05-27;2020-05-28;2020-05-29;2020-05-30;2020-05-31;2020-06-01;2020-06-02;2020-06-03;2020-06-04;2020-06-05;2020-06-06;2020-06-07;2020-06-08;2020-06-09;2020-06-10;2020-06-11
Argentina;45195774;2736690;12671;28.0358070646;0.4629013992;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;8;11;13.5;16;18;24;29;32;43;54;66;77;94;125;150;254;286.5;370;425.5;477;558;656;700;764;986;1014.5;1036;1137;1293;1236.5;1253;1241;1270.5;1293;1386;1368.5;1397;1388;1223;1349.5;1438;1404;1307;1336.5;1387;1403;1429;1640;1632;1721.5;1750;1795;1850;1842;1857;1863;1923;1944;1946;1989;2064;1936;2004;1996;2142;2275;2436;2594;2706;2947;3124;3285;3484;3789;4075;4560;5038;5577;6042;6350;6665;7054;7568;7940;8409;8783;9044;9510;9985;10266;10388;10667;10718;10992;11533;12054;12671
Armenia;2963243;28470;6453;217.768168186;0.4399072875;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;4;8;18;25;51;77;83;114;135;159;193;234;248;264;286;321;389;398;430;454;487;548;600;610;628;598;604;616;631;608;560;589;557;535;540;496;465;478;469;506;548;592;602;659;710;733;769;800;821;907;947;1025;1095;1168;1218;1309;1361;1433;1498;1567;1584;1671;1786;1794;1896;2010;2086;2316;2422;2489;2722;2899;3127;3348;3721;3864;4056;4356;4632;4644;4810;4669;4968;5253;5615;5889;6062;6469;6212;6273;6329;6453
Australia;25499884;7682300;124;0.4862767219;0.0170119358;;;0;0;0;0;4;5;5.5;6;9;10.5;12;12.3333333333;12.6666666667;13;13.5;14;15;15.4545454545;11.9090909091;11.3636363636;11.3181818182;11.2727272727;8.7272727273;7.6818181818;6.6363636364;6.7575757576;6.8787878788;7;6.9545454545;6.9090909091;6.3636363636;6.3636363637;6.3636363636;6.3636363637;6.3636363636;6.3636363637;6.3636363636;6.3636363637;6.3636363636;7.9090909091;10.4545454545;19;31.5454545455;34.0909090909;38.6363636364;41.1818181818;53.7272727273;68.2727272727;83.8181818182;104.3636363636;139.9090909091;175.4545454545;225;270;347;413;516;626;731;1008;1473;1591;1937;2236;2646;2943;3390;3687;3984;4107;4294;4435;4539;4479;4138;4115;3851;3646;3298;3072;2663;2331;1990;1856;1578;1346;1192;1018;923;826;750;642;554;462;391;399;370;329;312;304;256;231;212;224;230;242;251;241;245;234;249;236;237;253;257;245;232;221;197;187;182;181;175;172;156;159;161;146;149;148;148;153;157;159;152;153;145;145;141;135;135;124
Australia Australian Capital Territory;426709;2358;0.2727272727;0.0639141131;0.0025252525;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;2;3;4;6;9;19;32;39;46;53;61;70;76;76;78;81;83;85;84;77;65;59;53;47;41;31.6666666667;25.3333333333;24;23;19.1666666667;16.3333333333;12.5;10.6666666667;7.8333333333;7;6.25;5.5;4.75;2;3.3333333333;3.7777777778;4.2222222222;3.3333333333;3.2777777777;3.2222222223;3.1666666667;3.1111111111;3.0555555556;3;2.7803030303;2.5606060606;2.3409090909;2.1212121212;1.1515151515;1.0707070707;0.9898989899;0.9090909091;0.8282828283;0.7474747474;0.6666666666;0.5858585858;0.505050505;0.4242424242;0.4242424242;0.4242424242;0.4242424243;0.4242424243;0.4242424243;0.4242424243;0.4242424243;0.4242424243;0.4242424243;0.4242424243;0.4242424243;0.4242424243;0.4242424243;0.4242424243;0.4242424243;0.4242424243;0.4242424242;0.4242424242;0.4242424242;0.3939393939;0.3636363636;0.3333333333;0.303030303;0.2727272727
Australia New South Wales;8089526;809952;23;0.2843182654;0.00737889;;;0;0;0;0;3;4;4.0588235294;4.1176470588;4.1764705882;4.2352941176;4.2941176471;4.3529411765;4.4117647059;4.4705882353;4.5294117647;4.5882352941;4.6470588235;4.7058823529;1.7647058824;0.8235294118;0.8235294118;0.8235294118;0.8235294118;0.8235294118;0.8235294117;0.8235294117;0.8235294117;0.8235294118;0.8235294118;0.8235294118;0.8235294118;0.8235294118;0.8235294117;0.8235294117;0.8235294117;0.8235294118;0.8235294118;0.8235294118;0.8235294118;0.8235294118;4.2647058824;7.7058823529;16.6470588235;18.5882352941;20.5294117647;22.4705882353;32.4117647059;42.3529411765;49.2941176471;59.2352941176;72.6764705882;86.1176470588;106.0588235294;128;161.5;197;245;283;327;408;631;695.5;763;964;1140.5;1313;1505;1657;1861;1897;1915;1991;2036;2057;1911;1893.5;1868;1705;1554;1417;1240;1069;831;763;704;599;537;443;377;326;283;237;203;160;137;142;141;146;134.5;128;104;99;76;72;73;73;71;69;59;53;53;43;42.5;46;44;40;43;43;39;38;37;35;34;35;35;30;27;21;19.5;20;22;26;24;24;26;23.5;22;22;22;28;26;23
Australia Northern Territory;245869;1419630;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1;1;1;1;1;1;1;0;0;3;3;5;5.5;5;8;11;12.5;14;14.6666666667;15.3333333333;16;18;20;19;23;22;22.5;21.96;18.92;15.88;14.34;12.8;12.0933333333;11.3866666667;10.68;8.64;6.6;5.56;1.52;0.48;-0.56;-0.56;-0.56;-0.56;-0.56;-0.56;-0.56;-0.56;-0.56;-0.56;-0.56;-0.56;1.48;1.52;1.56;1.6;1.64;1.68;1.72;1.76;1.8;1.84;1.88;1.92;1.96;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Australia Queensland;5095100;1851736;5.6666666667;0.1112179676;0.0053258145;;;0;0;0;0;0;0;0;1;3;2;3;2;2;3;3;4;5;5.1818181818;5.3636363636;5.5454545455;5.7272727273;4.9090909091;3.0909090909;4.2727272727;3.4545454545;4.6363636364;4.8181818182;4;4.1818181818;3.3636363636;2.5454545455;2.5454545455;2.5454545455;2.5454545454;2.5454545454;2.5454545454;2.5454545455;2.5454545455;2.5454545455;3.0303030303;3.5151515151;4;4.8181818182;5.6363636364;6.1212121212;6.606060606;7.0909090909;8.4090909091;9.7272727273;11.5454545455;18.8636363636;26.1818181818;37;51.3333333333;57.6666666667;67;82;131;170.3333333333;206.6666666667;244;302.5;379;423;465.5;520;579;595;621;665;687;691;689;679;648;602;537;500;460;410;349;327;298;255;218;166;134;115;112;100.5;90;82;73;62.3333333333;54.6666666667;47;46;36;34;32.5;27;20;19;21.5;20;20;20.2;20.0666666667;19.9333333333;19.8;18;18;18;20.5;21;21;19;14.5;14;13.6666666667;13.1333333333;12.6;12.4;6.2;6;6;7.1666666667;4.3333333333;3.5;2.6666666667;1.8333333333;1.5;1.5;1.3333333333;1.1666666667;1;0.5;6;5.3333333333;4.6666666667;4.8333333333;5.6666666667
Australia South Australia;1751693;1044353;0;0;0;;;0;0;0;0;0;0;0;0;0;0;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;3;4;5;5.4;5.8;6.2;6.6;7;10.5;14;16;17;26;30;32;36;43;59.6;92.2;125.8;161.4;193.5;222.5;241;268;279;276;304;330;339.5;346;340;309;277;243;212.5;185;171;142;131.3333333333;126.6666666667;96;66.6666666667;52.8333333333;39;28.5;27;25.5;24;23;18.0666666667;10.1333333333;9.2;7.9333333334;6.6666666666;5.4;4.8;4.2;3.6;3.1666666667;2.7333333333;2.3;1.8666666667;0.9333333333;0.9333333333;0.9192982456;0.9052631579;0.8912280701;0.8771929825;0.8631578947;0.849122807;0.8350877193;0.8210526316;0.8070175438;0.7929824562;0.7789473684;0.7649122807;0.750877193;0.7368421053;0.7368421053;0.7368421053;0.7368421053;0.7368421053;0.7368421053;0.6842105263;0.6315789474;0.5789473684;0.5263157895;0.4736842105;0.4210526316;0.3684210526;0.3157894737;0.2631578947;0.2105263158;0.1578947368;0.1052631579;0.0526315789;0;0;0
Australia Tasmania;534281;90758;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;2;2;2;3;3;5;5.5;6;6;7.5;9;11;13;15;20;26;30;33;44;49.5;56.5;60;60.5;60.5;60.5;60;60;64;60;58;57;62;64;67.5;71;72.5;76.5;96;96.5;97;106;108;113;114;112;107;96;86.6666666667;77.3333333333;73.5;70;53;52;52;41.8;34.6;28.4;24.2;24;21;20;18.4583333333;16.9166666667;15.375;13.5;9.625;8.75;6.875;6.2;5.4;4.6;3.8;3;2;1;0.875;0.75;0.625;0.5;0.375;0.25;0.125;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Australia Victoria;6594804;237657;69;1.0462782518;0.0405167352;;;0;0;0;0;1;1;1;1;2;3;4;4.1071428571;4.2142857143;4.3214285714;4.4285714286;4.5357142857;4.6428571429;4.75;3.8571428571;3.9642857143;4.0714285714;4.1785714286;3.2857142857;2.3928571429;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;2.3928571429;3.2857142857;3.6785714286;4.0714285714;4.2976190476;4.5238095238;4.75;6.6428571429;8.5357142857;11.4285714286;14.3214285714;21.7142857143;29.1071428571;42;49;62;84.5;111;146.6666666667;182.3333333333;218;342;368;393;445;491.5;538;636;712;750;823;847;879;892;886;780;775;780;746;708;667;580;499;460;374;331;264.5;217;204;193;171;145;124.5;109;102;81;81;70.5;63;62;63.5;69;65;78;94;104;117.5;130;125;141;147;159.5;160;160;176;180;174;158;150;137;127;126;130;116;109;99;104;107;94;94;91;89;90;93;97;88;85;82;82;79;73;71;69
Australia Western Australia;2621680;2642753;25;0.9535870129;0.0415282392;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;1;1;2;2;2;2;3;5;8;10.5;13;15;20.5;26;29;33;49;61;87;117;136;169;194;219.5;240.5;261;288.5;327;333;357;348;354;346;333;320;295.5;278;264;251.5;236;204.5;162;163;137.5;132;123;108;92;85.5;75.5;65.6666666667;52.3333333333;42;35;33.8333333333;32.6666666667;23;21.5;19.125;10.25;7.375;6.5;6.125;5.75;5.2083333333;4.6666666667;4.25;3.5;3.4166666667;3.3333333333;2.5;1;1.2083333333;1.4166666667;1.625;2.5;5.375;5.85;6.325;6.8;7.15;7.5;9.25;11;17.5;21.5;24.6666666667;32.3333333333;33;35;34;34.4;35.1333333333;35.8666666667;36.6;39;37.5;36;30.5;27.5;25
Austria;9006398;82409;406;4.5079064905;0.0238346836;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;3;3;9;14;18;21;29;41;55;79;104;131;180;244;299;501;646;846;1000;1311;1617;1972;2333;2735;3478;4343;5101;5342;6607;7153;7616;7928;8600;8848;9065;9116;9136;8967;8469;7823;7356;7354;6335;5898;5535;5157;4423;4046;3625;3347;3071;2890;2698;2498;2234;1983;1758;1516;1342;1280;1233;1131;1066;976;936;887;848;826;777;759;750;703;685;646;608;604;595;606;578;643;645;648;671;669;652;662;653;632;657;596;594;570;546;484;489;464;438;418;401;407;412;399;429;422;414;406
Azerbaijan;10139177;82658;4123;40.664049952;0.4641972529;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;3;3;6;7.5;9;9.6666666667;10.3333333333;11;12.3333333333;13.6666666667;14;18;20;25;30.3333333333;35.6666666667;38;41;44;55.3333333333;61.6666666667;76;80.6666666667;108.3333333333;150;163;186;245;264.6666666667;320.3333333333;356;394.5;468;519;569;630;729;804;826;876;889;875;899;894;883;897;852;814;795;763;696;622;601;559;547;530;520;513;521;514;521;534;548;580;609;656;687;805;874;911;976;992;1075;1126;1244;1342;1403;1458;1504;1545;1576;1560;1603;1682;1710;1810;1880;2009;2108;2220;2275;2417;2629;2773;3005;3257;3431;3605;3788;3962;4123
Bahamas;393244;10010;2;0.5085900866;0.0194174757;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;3;3;4;4.3333333333;4.6666666667;5;7;9;10;10.5;11;13;16.5;20;21;23;24;24.1666666667;24;27;33;32;32;35.5;35.5;33;31.5;30;29;28;27;29;31;32;28.5;31;31;32;33.5;33.25;31.5;29.75;28;28;28;27.5;27;24;23.5;20.2;19.4;14.6;12.8;12.75;13;13.25;15;14.1666666667;13.3333333333;11.5;9.6666666667;7.8333333333;5;5.8;6.6;7.4;7.4;7.4;7.1;6.8;5;5.8333333333;5.7916666667;5.75;5.7083333333;5.6666666667;5.625;4.75;3.875;3;2.8;2.6;2.4;2.2;2
Bahrain;1701575;760;6615;388.7574746926;0.3968920622;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;23;33;34.5;36;41;47;49;50.5;52;55;60;85;90;94;87;162;165.5;169;169;167;172;177.5;204;223;225;220;244;282;282;224;258;261;266;285;294;339;313;365;387;383;366;379;419;404;429;459;564;637;846;961;1102;1057;1068;1085;1181;1151;1162;1204;1330;1593;1548;1511;1362;1283;1250;1340;1430;1511;1502;1626;1747;1907;1982;1926;2186;2294;2513;2720;2895;3158;3413;3463;3573;3651;3812;3954;3975;3970;4028;4197;3935;3835;3876;3854;3866;4046;4442;4687;4779;4927;5122;5421;5581;5625;6246;6365;6508;6615
Bangladesh;164689383;130170;37731;22.9104021842;0.4834084969;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;3;3;3;3;3;5;8;10;13;16;19;23;24;30;35;36.5;39;43;43.3333333333;43.6666666667;41;41;40;39;41;45;61;90;125;176.5;286;376;433.6666666667;572.3333333333;754;961;1177;1512;1763;2060;2365;2825;3218;3554;3856;4265;4516;4795;5110;5450;5872;6095;6400;6646;6999;7195;7547;7947;8239;8445;8772;9241;9778;10198;10719;11196;11827;12205;12813;13727;14192;15019;16086;17071;18308;18953;19894;20091;20470;21458;22779;23613;24885;25664;27324;28402;29052;30186;30948;32159;32919;34924;36573;37731
Barbados;287375;430;2.8888888889;1.0052679909;0.0300925926;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;5;5.5;6;14;17;18;20;22;24;26;33;33.5;32;38;41;45.5;46;42;43;45;44.5;44;43;42;38;38.5;38.5;33;29;24.1428571429;23.2857142857;19.4285714286;15.5714285714;12.7142857143;11.3571428571;10;10;11;8.5;8;7.8333333333;7.6666666667;6;6.1904761904;6.380952381;6.5714285714;6.6285714286;6.6857142857;6.7428571429;6.8;6;5;4.8333333333;4.6666666667;4.6666666667;4.5833333333;4.5;4.4166666667;4.3333333333;6;6.8;7.6;7.9;8.2;8.5;8;7.8888888889;7.7777777777;7.6666666667;7.6388888889;7.6111111111;7.5833333333;7.5555555556;5.7777777778;5;4.2222222222;3.9444444444;3.6666666667;3.3888888889;3.1111111111;3.1111111111;3.1111111112;3.1111111111;3.1111111111;2.8888888889
Belarus;9449323;202910;11958;126.5487485188;0.230778138;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;6;6.5;7;7.5;8;8.5;9;10.5;12;26;29;32;35;42.5;45;53.5;62;68.5;70.5;72.5;74.5;75.5;78;67;83.3333333333;99.6666666667;116;114;112;244;282;364;483.5;619;777.5;980;1396;1887;2112.6666666667;2445.3333333333;2767;3123.5;3565;3900;4428;4834;5207;5564;5862;6215;6536;6792;7364;7885;8370;8927;9453;9823;10138;10554;10936;11225;11627;11974;12146;12328;12462;12510;12617;12665;12644;12745;12813;12853;12945;13083;13158;13171;13203;13202;13192;13225;13238;13186;13131;13086;13034;12977;12906;12831;12747;12690;12610;12565;12507;12432;12309;12206;12110;11958
Belgium;11589623;30280;1862;16.0660963691;0.031183534;;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;7;12;22;49;108;168;199;238;266;311;433.5;556;685;882;1050;1230;1463;1745;2148;2646;3201;3504;4002;4623;5798.5;6725;8445;9950;10841;11532;12478;13553;14513;15616;16290;17071;17925;18466;18748;19383;18884;18811;18690;18344;19609;19461;19368;18752;18805;19169;18762;18486;17814;17626;17307;16487;16098;16215;14286;13710;12894;12334;11410;10284;9553;8892;8623;7718;7271;6947;6762;6445;6122;5769;5612;5472;5374;5292;5282;5202;4815;4500;4214;4011;3893;3676;3611;3561;3417;3197;3101;2958;2824;2702;2532;2396;2262;2134;2006;1982;1977;1862
Belize;397628;22810;1.1509433962;0.2894523012;0.0575471698;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;2;2;2;2;3;3;3;3;4;4.5;5;6;6.5;6;7;8;11;12;15;15.0188679245;15.0377358491;15.0566037736;14.0754716981;13.5943396226;13.1132075472;11.1320754717;10.6509433962;10.1698113208;9.1886792453;8.2075471698;5.2264150943;4.2452830189;0.2641509434;0.2641509434;0.2641509434;0.2641509434;0.2641509434;0.2641509434;0.2641509434;0.2641509434;0.2641509434;0.2641509434;0.2641509434;0.2641509434;0.2641509434;0.2641509434;0.2641509434;0.2641509434;0.2641509433;0.2641509434;0.2641509434;0.2641509434;0.2641509434;0.2641509434;0.2641509434;0.2641509433;0.2641509434;0.2641509434;0.2641509434;0.2641509434;0.2641509434;0.2641509434;0.2641509434;0.2641509434;0.2641509434;0.2641509434;0.2641509434;0.2641509434;0.2641509434;0.2641509434;0.2641509434;0.2641509434;0.4952830189;0.7264150943;0.9575471698;1.1886792453;1.1698113208;1.1509433962
Benin;12123200;112760;88;0.7258809555;0.2595870206;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;2;2;2;2;5;6;6.4285714286;6.8571428571;7.2857142857;7.7142857143;8.1428571429;7.5714285714;8;11;12.5;14;17;20;21;22.25;24.0714285714;25.8928571429;27.7142857143;29.1857142857;30.6571428571;32.1285714286;33.6;31.5;31.9;32.3;31.2;30.1;28;27.4166666667;26.8333333333;26.25;25.6666666667;25.4333333333;25.2;28.5;31.8;35.1;38.4;41.7;41.8;41.9;42;55;68;81;181.3333333333;221.6666666667;255;253.8;252.6;253.4;254.2;207.2;163.4;119.6;75.8;19.3333333333;7.1666666667;-5;-88.3333333333;-111.6666666667;-128;-123.5;-119;-123;-122;-73.2;-27.4;18.4;71.2;114;120;126;114.0833333333;102.1666666667;90.25;88.5;97;95;88
Bermuda;62278;50;1;1.6057034587;0.0070921986;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;6;6.3333333333;6.6666666667;7;15;17;19.5;22;27;32;33.5;33;33.6666666667;34.3333333333;31;32.6666666667;35.3333333333;38;33;34;34.5;35;38;41;47.5;47;47.3333333333;48.1666666667;49;51.3333333333;52.6666666667;54;54.3333333333;54.6666666667;55;52.5;45;37.5;30;32;31.3333333333;30.1666666667;29;25.6666666667;22.3333333333;19;15.8666666667;12.7333333333;9.6;9.3;9;10.5;10.5;8;8.1666666667;8.3333333333;9;9;8.75;8.5;9.05;9.6;11.9;14.2;17;18;18;18;17.75;17.5;16.75;16;15.25;14.5;13.75;13;10.5;8;5;2;1.5;1
Bhutan;771608;38117;31;4.0175840582;0.5;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;3;3.25;3.5;3.75;4;3.0526315789;3.1052631579;3.1578947368;3.2105263158;3.2631578947;3.3157894737;3.3684210526;2.4210526316;2.4736842105;1.5263157895;1.3289473684;1.1315789474;0.9342105263;0.7368421053;0.7368421053;0.7368421053;0.7368421053;0.7368421053;0.7368421053;1.1842105263;1.6315789474;1.6900584795;1.7485380117;1.8070175438;1.865497076;1.9239766082;1.9824561404;2.0409356725;2.0994152047;2.1578947368;2.216374269;2.2748538011;2.3333333333;1.9444444444;1.5555555556;1.5555555556;1.5555555556;1.5555555556;1.5555555556;3.4444444444;7.3333333333;12.2222222222;13.1111111111;13.375;13.6388888889;13.9027777778;14.1666666667;14.4305555556;14.6944444444;14.9583333333;15.2222222222;16.6111111111;18;16.5;13;11;11;11.625;21.25;22.875;24.5;24.4583333333;24.4166666667;24.375;29.5;33.5;32.75;33;33.25;31
Bolivia;11673021;1083300;7778;66.6322796815;0.4811630065;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;3;10;10.5;11;11.5;12;13.5;15;19;24;27;29;30;41;58;64;70.5;86;95.5;103;109.5;117;120;133;156;165;178;221;207;201;219;233;247;282;318;333;354;363;381;404;399;439;539;591;650;684;699;713;726;764;977;1074;1117;1204;1277;1378;1459;1571;1606;1817;1911;2038;2205;2348;2356;2494;2582;2679;3033;3106;3313;3478;3707;3829;4172;4620;5015;5154;5766;5894;6268;6510;6719;7058;7149;7443;7380;7289;7508;7513;7778
Bosnia and Herzegovina;3280819;51000;370;11.2776718252;0.1306497175;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;3;3;3;5;7;11;13;18;24;25;26;38;61;87;90;123;133;161;169;180;224;240;299;343;394;421;470;490;531;528;538;598;628;667;664;688;686;669;663;651;634;635;644;631;635;578;564;555;520;540;507;528;502;567;590;567;571;572;617;604;619;614;649;604;601;576;573;504;461;455;428;433;378;375;351;323;302;301;284;265;258;254;244;249;227;220;220;214;213;244;234;247.6666666667;270.3333333333;298;312;340;370
Botswana;2351627;566730;11.5;0.4890231316;0.2395833333;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;3.4;3.8;4.2;4.6;5;6.75;8.5;10.25;12;12.2857142857;12.5714285714;12.8571428571;11.1428571429;10.4285714286;10.3142857143;10.2;11.4666666667;12.7333333333;14;12.9166666667;11.8333333333;10.75;9.1666666667;9.0476190476;8.9285714286;8.8095238096;8.6904761904;8.5714285714;8.3626373626;8.1538461538;6.5641025641;4.9743589744;3.3846153846;2.7948717948;2.2051282052;1.6153846154;1.5256410256;1.4358974359;1.3461538462;1.2564102564;1.1666666667;1.1666666667;1.2564102564;1.3461538462;1.4358974359;1.5256410256;1.6153846154;2.5384615385;3.4615384615;4.3846153846;5.3076923077;6.2307692308;8.6538461538;11.0769230769;11.375;11.5833333333;11.7916666667;12;12.2083333333;12.4166666667;12.625;12;13;12.3333333333;11.6666666667;11;8.8333333333;6.6666666667;6.625;9.25;11.875;11.5
Brazil;212559417;8358140;364590;171.5238050357;0.4541321429;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;2;2;2;4;8.5;13;16.5;20;25;31;37;51;150;154.5;160;198;319;368;612.5;780;1004.5;1521;1890;2201;2495;2908;3266;3747.5;4094;4379;5396;6464;7423;8263;9339;9584;10237;11787;13616;15107;16221;16823;17936;18851;19545;21484;22381;24626;26298;27524;28582;29045;29587;31944;34405;38597;40908;44016;47973;51365;56762;58520;60442;63172;67877;72376;80854;85737;92851;96737;99599;102148;104979;110452;115978;128089;136411;139254;146748;156430;164968;174314;183996;191337;200512;205304;213008;221684;235073;244875;264929;273769;271079;283498;292437;304854;314881;325448;328547;332514;348281;360595;364590
